			Date last viewed	Date inoculated	Culture name	Media	Media type	Growth	Replicate	location	Method	Purpose	Status	Notes	Image Files										
	EXAMPLE		9-Sep	30-Aug	E. coli + pETase	LB + IPTG + Amp.	Agar	++++	3	35°C Incubator	Streak inoculation loop	Subculturing E. coli	Incubating	Re-culture on the 25/09											
																	Morphology								
Isolate # :	ID:	Group #	Date last viewed	Date inoculated	Culture name	Media	Media type	Growth	Replicate	location	Method	Purpose	Status	Notes	Image Files	Isolate number 	Size ~mm	Shape	Elevation	Edge/margin	Colour	Surface	Opacity centre	Opacity outer	Observations
89	TSA15g/L Salt ES M-0.22um-10^-6 ISO # 89.1.2	Group 2	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	-	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			89									
90	R2A 0g/L Salt ES M-0.1um-10^-8 ISO #90.3	Group 2	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			90	0.5-2	circular	convex	entire	cream	wet	translucent		
91	R2A 0g/L Salt ES M-0.1um-10^-8 ISO #91.3	Group 2	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			91	1-2	circular	convex	entire	cream	wet	translucent	yellow contamination	
92	R2A 0g/L Salt ES M-0.1um-10^-4 ISO #92.3	Group 2	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			92	1-2	circular	flat	entire	yellow	wet	translucent	bigger yellow lobate contamination	
93	R2A 0g/L Salt ES M-0.1um-10^-4 ISO #93.3	Group 2	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			93	0.5-1	circular	convex	entire	cream	wet	translucent		
94	Nutrient 15g/L Salt ES F-0.22um-10^-2 ISO #94.3	Group 2	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			94									
95	Nutrient 15g/L Salt ES F-0.22um-10^-2 ISO #95.3	Group 2	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			95	missing							?	
96	Nutrient 15g/L Salt ES F-0.22um-10^-2 ISO #96.3	Group 2	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			96									
97	Nutrient 15g/L Salt ES F-0.22um-10^-2 ISO #97.3	Group 2	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			97									
98	Nutrient 15g/L Salt ES F-0.22um-10^-2 ISO #98.3	Group 2	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			98									
99	R2A 0g/L Salt ES F-0.1um-10^-1 ISO #100.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			99	1-2	circular	raised	entire	yellow	wet	translucent		
100	R2A 0g/L Salt ES F-0.1um-10^-1 ISO #101.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			100	1-2	circular	raised	entire	cream	wet	opaque		
101	Marine 31.33g/L Salt ES F-0.1um-10^-0 ISO #101.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	Marine	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			101	0.5-1	circular	convex	entire	cream	wet	translucent		one spot of yello opaque contamination
102	Marine 31.33g/L Salt ES F-0.1um-10^-0 ISO #102.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	Marine	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			102									
103	Nutrient 0g/L Salt ES F-0.1um-10^-0 ISO #103.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			103									
104	Nutrient 0g/L Salt ES F-0.1um-10^-0 ISO #104.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			104	1-2	circular	raised	entire	cream	wet	translucent		
105	TSA 0g/L Salt ES F-0.1um-10^-0 ISO # 105.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			105									
106	TSA 0g/L Salt ES F-0.1um-10^-0 ISO # 106.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			106									
107	R2A 15g/L Salt ES F-0.1um-10^-0 ISO #107.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			107	1	circular	convex	undulate	cream	wet	opaque		
108	R2A 15g/L Salt ES F-0.1um-10^-0 ISO #108.3	Group 2	22/04/22	14/04/22	Freshwater 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			108	0.5	circular	raised	entire	cream	wet	translucent		Initial streaks are transparent
109	Nutrient 31.33g/L Salt ES M-0.22um-10^-0 ISO #109.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			109	1-2	circular	raised	erose	cream	wet	translucent	transparent	outer wrinkled
110	Nutrient 31.33g/L Salt ES M-0.22um-10^-0 ISO #110.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			110	1-2	circular	raised	entire	cream	wet	opaque		yellow contamination
111	Nutrient 31.33g/L Salt ES M-0.22um-10^-1 ISO #111.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			111	1-2	circular	raised	entire	cream	wet	opaque		white contamination??
112	Nutrient 31.33g/L Salt ES M-0.22um-10^-1 ISO #112.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			112	0.5-1	circular	convex	entire	cream	wet	translucent		
113	Nutrient 15g/L Salt ES M-0.22um-10^-1 ISO #113.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			113									
114	Nutrient 15g/L Salt ES M-0.22um-10^-1 ISO #114.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			114									
115	TSA 0g/L Salt ES M-0.22um-10^-0 ISO # 115.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			115									
116	TSA 0g/L Salt ES M-0.22um-10^-0 ISO # 116.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			116									
117	TSA 15g/L Salt ES M-0.22um-10^-1 ISO # 117.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			117									
118	TSA 15g/L Salt ES M-0.22um-10^-1 ISO # 118.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	bin			118									
119	TSA 31.33g/L Salt ES M-0.22um-10^-0 ISO # 119.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			119	1	circular	convex	entire	peach	wet	opaque		
120	TSA 31.33g/L Salt ES M-0.22um-10^-0 ISO # 120.3	Group 3	22/04/22	14/04/22	Marine water 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			120									
121	R2A 31.33g/L Salt ES M-0.1um-10^-0 ISO # 121.3	Group 3	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			121									
122	R2A 31.33g/L Salt ES M-0.1um-10^-0 ISO # 122.3	Group 3	22/04/22	14/04/22	Marine water 0.1um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			122	0.5-1	circular	convex	entire	yellow	wet	translucent		White/orange contamination
123	Nutrient 0g/L Salt ES M-0.1um-10^-0 ISO # 123.3	Group 3	22/04/22	14/04/22	Marine water 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			123	<0.5	circular	convex	entire	cream	wet	transparent		
124	Nutrient 0g/L Salt ES M-0.1um-10^-0 ISO # 124.3	Group 3	22/04/22	14/04/22	Marine water 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			124	0.5-1	rhizoid	flat	filamentous	cream	dry	opaque		White/orange contamination
125	Nutrient 0g/L Salt ES F-0.22um-10^-3 ISO # 125.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			125									
126	Nutrient 0g/L Salt ES F-0.22um-10^-3 ISO # 126.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			126									
127	Nutrient 0g/L Salt ES F-0.22um-10^-2 ISO # 127.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			127									
128	Nutrient 0g/L Salt ES F-0.22um-10^-2 ISO # 128.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			128									
129	Nutrient 0g/L Salt ES F-0.22um-10^-4 ISO # 129.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			129	1-2	circular	convex	entire	cream	wet	translucent		
130	Nutrient 0g/L Salt ES F-0.22um-10^-4 ISO # 130.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			130									
131	TSA 0g/L Salt ES F-0.22um-10^-3 ISO # 131.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			131									
132	TSA 0g/L Salt ES F-0.22um-10^-3 ISO # 132.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			132									
133	TSA 15g/L Salt ES F-0.22um-10^-2 ISO # 133.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			133									
134	TSA 15g/L Salt ES F-0.22um-10^-2 ISO # 134.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			134									
135	TSA 15g/L Salt ES F-0.22um-10^-5 ISO # 135.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			135									
136	TSA 15g/L Salt ES F-0.22um-10^-5 ISO # 136.1.2	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	-	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			136									
137	TSA 15g/L Salt ES F-0.22um-10^-1 ISO # 137.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			137									
138	TSA 15g/L Salt ES F-0.22um-10^-1 ISO # 138.1.2	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	TSA	Agar	-	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			138	1-3	circular	convex	entire	cream	wet	opaque		
139	R2A 0g/L Salt ES F-0.22um-10^-8 ISO # 139.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			139	1-3	rhizoid	flat	filamentous	white	dry	opaque		
140	R2A 0g/L Salt ES F-0.22um-10^-8 ISO # 140.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			140	1-3	rhizoid	flat	filamentous	white	dry	opaque		
141	R2A 0g/L Salt ES F-0.22um-10^-3 ISO # 141.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			141	0.5-1	circular	convex	entire	yellow	wet	translucent		
142	R2A 0g/L Salt ES F-0.22um-10^-3 ISO # 142.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			142	0.5-1	circular	convex	entire	yellow	wet	translucent		rhizoid white contamination
143	R2A 15g/L Salt ES F-0.22um-10^-2 ISO # 143.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			143									
144	R2A 15g/L Salt ES F-0.22um-10^-2 ISO # 144.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			144	0.5-1	circular	convex	entire	yellow	wet	opaque		sustained cream contamination
145	R2A 31.33g/L Salt ES F-0.22um-10^-2 ISO # 145.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			145	1-2	circular	convex	entire	cream	wet	translucent		
146	R2A 31.33g/L Salt ES F-0.22um-10^-2 ISO # 146.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	R2A	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			146	0.5-1	circular	convex	entire	yellow	wet	translucent		White/orange contamination
147	Marine 31.33g/L Salt ES F-0.22um-10^-1 ISO # 147.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Marine	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			147	0.5-1	circular	convex	entire	yellow	wet	opaque		Dark yellow
148	Marine 31.33g/L Salt ES F-0.22um-10^-1 ISO # 148.3	Group 3	22/04/22	14/04/22	Freshwater 0.22um filter	Marine	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			148	0.5-1	circular	convex	entire	peach	wet	opaque		
149	Nutrient 15g/L Salt ES F-0.1um-10^-0 ISO # 149.3	Group 3	22/04/22	14/04/22	Freshwater 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			149									
150	Nutrient 15g/L Salt ES F-0.1um-10^-0 ISO # 150.3	Group 3	22/04/22	14/04/22	Freshwater 0.1um filter	Nutrient	Agar	++++	2	In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			150	1	circular	convex	entire	yellow	wet	translucent		White/orange contamination
151	TSA 15g/L M-0.1um-10^-7 ISO # 151	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			151	1-2	circular	convex	entire	pink	wet	opaque		
152	TSA 15g/L M-0.1um-10^-7 ISO # 152	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			152									
153	R2A 0g/L M-0.1um-10^-7 ISO # 153	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			153									
154	R2A 0g/L M-0.1um-10^-7 ISO # 154	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			154	0.5-1	circular	convex	entire	yellow	wet	opaque		
155	TSA 0g/L M-0.1um-10^-8 ISO # 155	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			155	1	circular	convex	entire	yellow	wet	opaque		White/orange contamination
156	TSA 0g/L M-0.1um-10^-8 ISO # 156	Group 4	22/04/22	15/04/22	Marine water 0.1um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			156	1-3	circular	convex	entire	white	sheen	opaque		
157	Nutrient 0g/L M-0.22um-10^-6 ISO # 157	Group 4	22/04/22	15/04/22	Marine water 0.22um filter	Nutrient	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			157	1-3	irregular	raised	erose	transparent	wrinkled	transparent		
158	Nutrient 0g/L M-0.22um-10^-6 ISO # 158	Group 4	22/04/22	15/04/22	Marine water 0.22um filter	Nutrient	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			158	3-4	irregular	convex	erose	transparent	wet	transparent		some have wrinkled edges
159	R2A 0g/L M-0.22um-10^-5 ISO # 159	Group 4	22/04/22	15/04/22	Marine water 0.22um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			159									
160	R2A 0g/L M-0.22um-10^-5 ISO # 160	Group 4	22/04/22	15/04/22	Marine water 0.22um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			160	<0.5	circular	convex	entire	cream	wet	opaque		
161	R2A 31.33g/L F-0.1um-10^-5 ISO # 161	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			161	0.5-1	circular	convex	entire	peach	wet	opaque		White/orange contamination
162	R2A 31.33g/L F-0.1um-10^-5 ISO # 162	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			162	0.5-1	circular	convex	entire	cream	wet	translucent		yellow contamination
163	Nutrient 31.33g/L F-0.1um-10^-7 ISO # 163	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	Nutrient	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			163	0.5-1	circular	convex	entire	yellow	wet	translucent		Pale yellow
164	Nutrient 31.33g/L F-0.1um-10^-7 ISO # 164	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	Nutrient	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			164	0.5-1	circular	convex	entire	yellow	wet	translucent		Pale yellow
165	R2A 31.33g/L F-0.1um-10^-8 ISO # 165	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			165	0.5-1	circular	convex	entire	yellow	wet	translucent		Pale yellow
166	R2A 31.33g/L F-0.1um-10^-8 ISO # 166	Group 4	22/04/22	15/04/22	Freshwater 0.1um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			166	0.5-1	circular	convex	entire	yellow	wet	translucent		White/orange contamination
167	TSA 31.33g/L F-0.22um-10^-4 ISO # 167	Group 4	22/04/22	15/04/22	Freshwater 0.22um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			167	1-2	irregular	flat	undulate	cream	wet	translucent		White/orange contamination
168	TSA 31.33g/L F-0.22um-10^-4 ISO # 168	Group 4	22/04/22	15/04/22	Freshwater 0.22um filter	TSA	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			168	2-3	irregular	flat	lobate	cream	wet	translucent	transparent	Possibly weird?
169	R2A 0g/L F-0.22um-106-4 ISO # 169	Group 4	22/04/22	15/04/22	Freshwater 0.22um filter	R2A	Agar	+++		In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			169									
170	R2A 0g/L F-0.22um-106-4 ISO # 170	Group 4	22/04/22	15/04/22	Freshwater 0.22um filter	R2A	Agar			In box at RT in Lab 244	Streak inoculation loop	Isolation	Incubating			170	1-2	circular	raised	undulate	cream	wet	translucent	transparent	
